t,value,ema17,ema1_ma2,ema1_ma3,ema2_ma1,ema2_ma2,filtered,,filtered,fifth,,forth,,third,,second,,first,,,
0.692,0.416749,0.029723,0.508187,0.462772,0.427387,0.400011,0.029723,,0.029723,0.400011,,0.427387,,0.462772,,0.508187,,0.651256,,,
0.693,-0.619193,-0.091893,0.33908,0.246379,0.165742,0.09425,-0.091893,,0.091893,0.09425,,0.165742,,0.246379,,0.33908,,0.587733,,,
0.694,-0.250842,-0.13178,0.250592,0.146935,0.061596,-0.009278,-0.13178,,0.13178,0.009278,,0.061596,,0.146935,,0.250592,,0.545805,,,
0.695,-0.27829,-0.126254,0.171259,0.06189,-0.023376,-0.089981,-0.126254,,0.126254,0.089981,,0.023376,,0.06189,,0.171259,,0.5046,,,
0.696,-0.760985,-0.166833,0.031423,-0.102685,-0.207778,-0.291282,-0.166833,,0.166833,0.291282,,0.207778,,0.102685,,0.031423,,0.441321,,,
0.697,-0.356787,-0.203009,-0.026809,-0.153506,-0.24503,-0.310934,-0.203009,,0.203009,0.310934,,0.24503,,0.153506,,0.026809,,0.401415,,,
0.698,-0.329313,-0.236294,-0.072184,-0.188667,-0.266101,-0.316448,-0.236294,,0.236294,0.316448,,0.266101,,0.188667,,0.072184,,0.364879,,,
0.699,-0.090724,-0.145492,-0.074965,-0.169078,-0.222257,-0.24873,-0.145492,,0.145492,0.24873,,0.222257,,0.169078,,0.074965,,0.342099,,,
0.7,0.33389,-0.145345,-0.013637,-0.068485,-0.08322,-0.073944,-0.145345,,0.145345,0.073944,,0.08322,,0.068485,,0.013637,,0.341688,,,
0.701,-0.043126,-0.144623,-0.01806,-0.063413,-0.073197,-0.064699,-0.144623,,0.144623,0.064699,,0.073197,,0.063413,,0.01806,,0.322448,,,
0.702,-0.254478,-0.065331,-0.053523,-0.101626,-0.118517,-0.121633,-0.065331,,0.065331,0.121633,,0.118517,,0.101626,,0.053523,,0.293601,,,
0.703,0.050609,-0.050859,-0.037903,-0.071179,-0.076235,-0.06996,-0.050859,,0.050859,0.06996,,0.076235,,0.071179,,0.037903,,0.281452,,,
0.704,0.37963,-0.023007,0.024727,0.018983,0.037731,0.064917,-0.023007,,0.023007,0.064917,,0.037731,,0.018983,,0.024727,,0.286361,,,
0.705,-0.249222,-0.043224,-0.016366,-0.034658,-0.034007,-0.029325,-0.043224,,0.043224,0.029325,,0.034007,,0.034658,,0.016366,,0.259581,,,
0.706,-0.270342,-0.090854,-0.054462,-0.081795,-0.093091,-0.10163,-0.090854,,0.090854,0.10163,,0.093091,,0.081795,,0.054462,,0.233085,,,
0.707,0.111225,-0.159316,-0.029609,-0.043191,-0.042012,-0.037773,-0.159316,,0.159316,0.037773,,0.042012,,0.043191,,0.029609,,0.226992,,,
0.708,-0.197594,-0.187325,-0.054807,-0.074072,-0.080907,-0.08572,-0.187325,,0.187325,0.08572,,0.080907,,0.074072,,0.054807,,0.205763,,,
0.709,-0.022942,-0.253671,-0.050027,-0.063846,-0.066416,-0.066886,-0.253671,,0.253671,0.066886,,0.066416,,0.063846,,0.050027,,0.194328,,,
0.71,-0.313111,-0.380797,-0.08949,-0.113699,-0.12809,-0.140754,-0.380797,,0.380797,0.140754,,0.12809,,0.113699,,0.08949,,0.168956,,,
0.711,-0.190042,-0.461868,-0.104572,-0.128967,-0.143578,-0.15554,-0.461868,,0.461868,0.15554,,0.143578,,0.128967,,0.104572,,0.151006,,,
0.712,-0.796205,-0.479575,-0.208317,-0.262415,-0.306735,-0.34774,-0.479575,,0.479575,0.34774,,0.306735,,0.262415,,0.208317,,0.103645,,,
0.713,-0.562577,-0.558657,-0.261456,-0.322447,-0.370695,-0.412191,-0.558657,,0.558657,0.412191,,0.370695,,0.322447,,0.261456,,0.070334,,,
0.714,-0.679198,-0.625291,-0.324118,-0.393797,-0.447821,-0.492293,-0.625291,,0.625291,0.492293,,0.447821,,0.393797,,0.324118,,0.032858,,,
0.715,-1.018758,-0.679264,-0.428314,-0.51879,-0.590555,-0.650232,-0.679264,,0.679264,0.650232,,0.590555,,0.51879,,0.428314,,0.019723,,,
0.716,-1.141008,-0.670135,-0.535218,-0.643233,-0.728168,-0.797465,-0.670135,,0.670135,0.797465,,0.728168,,0.643233,,0.535218,,0.075787,,,
0.717,-0.46512,-0.762321,-0.524703,-0.607611,-0.662406,-0.697762,-0.762321,,0.762321,0.697762,,0.662406,,0.607611,,0.524703,,0.095254,,,
0.718,-0.75867,-0.776166,-0.559798,-0.637822,-0.686472,-0.716034,-0.776166,,0.776166,0.716034,,0.686472,,0.637822,,0.559798,,0.128425,,,
0.719,-0.930571,-0.795132,-0.615414,-0.696372,-0.747497,-0.780395,-0.795132,,0.795132,0.780395,,0.747497,,0.696372,,0.615414,,0.168532,,,
0.72,-0.616639,-0.739637,-0.615598,-0.680426,-0.714782,-0.731268,-0.739637,,0.739637,0.731268,,0.714782,,0.680426,,0.615598,,0.190937,,,
0.721,-0.212698,-0.688294,-0.555163,-0.58688,-0.589261,-0.575697,-0.688294,,0.688294,0.575697,,0.589261,,0.58688,,0.555163,,0.192026,,,
0.722,-1.204088,-0.617121,-0.652502,-0.710322,-0.742968,-0.764214,-0.617121,,0.617121,0.764214,,0.742968,,0.710322,,0.652502,,0.242629,,,
0.723,-0.9485,-0.665293,-0.696901,-0.757957,-0.794351,-0.8195,-0.665293,,0.665293,0.8195,,0.794351,,0.757957,,0.696901,,0.277922,,,
0.724,-0.771202,-0.693069,-0.708046,-0.760606,-0.788564,-0.805011,-0.693069,,0.693069,0.805011,,0.788564,,0.760606,,0.708046,,0.302586,,,
0.725,-0.068753,-0.669806,-0.612152,-0.622236,-0.608611,-0.584133,-0.669806,,0.669806,0.584133,,0.608611,,0.622236,,0.612152,,0.290895,,,
0.726,-0.453981,-0.692966,-0.588427,-0.588585,-0.569954,-0.545088,-0.692966,,0.692966,0.545088,,0.569954,,0.588585,,0.588427,,0.299049,,,
0.727,-0.358112,-0.746108,-0.55388,-0.54249,-0.516993,-0.488995,-0.746108,,0.746108,0.488995,,0.516993,,0.54249,,0.55388,,0.302002,,,
0.728,-0.995004,-0.734723,-0.620048,-0.632993,-0.636496,-0.640798,-0.734723,,0.734723,0.640798,,0.636496,,0.632993,,0.620048,,0.336652,,,
0.729,-1.064212,-0.737866,-0.686673,-0.719237,-0.743425,-0.767822,-0.737866,,0.737866,0.767822,,0.743425,,0.719237,,0.686673,,0.37303,,,
0.73,-0.674673,-0.762627,-0.684873,-0.710324,-0.726237,-0.739877,-0.762627,,0.762627,0.739877,,0.726237,,0.710324,,0.684873,,0.388112,,,
0.731,-0.871402,-0.834713,-0.712852,-0.74254,-0.762528,-0.779335,-0.834713,,0.834713,0.779335,,0.762528,,0.74254,,0.712852,,0.412277,,,
0.732,-0.797263,-0.869575,-0.725514,-0.753484,-0.771212,-0.784713,-0.869575,,0.869575,0.784713,,0.771212,,0.753484,,0.725514,,0.431526,,,
0.733,-1.078847,-0.97641,-0.778514,-0.818557,-0.848121,-0.872953,-0.97641,,0.97641,0.872953,,0.848121,,0.818557,,0.778514,,0.463892,,,
0.734,-0.983075,-1.038397,-0.809198,-0.85146,-0.881859,-0.90599,-1.038397,,1.038397,0.90599,,0.881859,,0.85146,,0.809198,,0.489851,,,
0.735,-1.043571,-1.00079,-0.844354,-0.889883,-0.922287,-0.947264,-1.00079,,1.00079,0.947264,,0.922287,,0.889883,,0.844354,,0.517537,,,
0.736,-0.861708,-0.988744,-0.846957,-0.884248,-0.907142,-0.921597,-0.988744,,0.988744,0.921597,,0.907142,,0.884248,,0.846957,,0.534746,,,
0.737,-0.837456,-1.014727,-0.845532,-0.874889,-0.889721,-0.896355,-1.014727,,1.014727,0.896355,,0.889721,,0.874889,,0.845532,,0.549881,,,
0.738,-1.533295,-1.066982,-0.948696,-1.00657,-1.050614,-1.087437,-1.066982,,1.066982,1.087437,,1.050614,,1.00657,,0.948696,,0.599052,,,
0.739,-1.676865,-1.038211,-1.057922,-1.140629,-1.207177,-1.264265,-1.038211,,1.038211,1.264265,,1.207177,,1.140629,,1.057922,,0.652943,,,
0.74,-0.650533,-0.995062,-0.996813,-1.04261,-1.068016,-1.080146,-0.995062,,0.995062,1.080146,,1.068016,,1.04261,,0.996813,,0.652822,,,
0.741,-0.542173,-0.924067,-0.928617,-0.942523,-0.936555,-0.918754,-0.924067,,0.924067,0.918754,,0.936555,,0.942523,,0.928617,,0.64729,,,
0.742,-1.157213,-0.907445,-0.962907,-0.985461,-0.99172,-0.990292,-0.907445,,0.907445,0.990292,,0.99172,,0.985461,,0.962907,,0.672786,,,
0.743,-1.372064,-0.921493,-1.02428,-1.062781,-1.086806,-1.104823,-0.921493,,0.921493,1.104823,,1.086806,,1.062781,,1.02428,,0.70775,,,
0.744,-0.762366,-0.891707,-0.984993,-1.002698,-1.005696,-1.002086,-0.891707,,0.891707,1.002086,,1.005696,,1.002698,,0.984993,,0.710481,,,
0.745,-0.508437,-0.829861,-0.91351,-0.903846,-0.881381,-0.853991,-0.829861,,0.829861,0.853991,,0.881381,,0.903846,,0.91351,,0.700378,,,
0.746,-0.262625,-0.875366,-0.815877,-0.775602,-0.726692,-0.676581,-0.875366,,0.875366,0.676581,,0.726692,,0.775602,,0.815877,,0.678491,,,
0.747,-0.678869,-0.955178,-0.795326,-0.756255,-0.714736,-0.677268,-0.955178,,0.955178,0.677268,,0.714736,,0.756255,,0.795326,,0.67851,,,
0.748,-0.991985,-0.899317,-0.824825,-0.803401,-0.784048,-0.771683,-0.899317,,0.899317,0.771683,,0.784048,,0.803401,,0.824825,,0.694183,,,
0.749,-1.205642,-0.833381,-0.881947,-0.883849,-0.889447,-0.901871,-0.833381,,0.833381,0.901871,,0.889447,,0.883849,,0.881947,,0.719756,,,
0.75,-0.996565,-0.841064,-0.89914,-0.906392,-0.916226,-0.930279,-0.841064,,0.841064,0.930279,,0.916226,,0.906392,,0.89914,,0.733597,,,
0.751,-1.151089,-0.926547,-0.936932,-0.955332,-0.974942,-0.996522,-0.926547,,0.926547,0.996522,,0.974942,,0.955332,,0.936932,,0.754471,,,
0.752,-1.420104,-0.982783,-1.009408,-1.048286,-1.086233,-1.123597,-0.982783,,0.982783,1.123597,,1.086233,,1.048286,,1.009408,,0.787753,,,
0.753,-0.542739,-1.002363,-0.939408,-0.947177,-0.950359,-0.949339,-1.002363,,1.002363,0.949339,,0.950359,,0.947177,,0.939408,,0.775502,,,
0.754,-0.646775,-0.993031,-0.895513,-0.887096,-0.874463,-0.85857,-0.993031,,0.993031,0.85857,,0.874463,,0.887096,,0.895513,,0.769066,,,
0.755,-0.846874,-0.935805,-0.888217,-0.879052,-0.867566,-0.855061,-0.935805,,0.935805,0.855061,,0.867566,,0.879052,,0.888217,,0.772956,,,
0.756,-1.448754,-0.907796,-0.972298,-0.992992,-1.012863,-1.033169,-0.907796,,0.907796,1.033169,,1.012863,,0.992992,,0.972298,,0.806746,,,
0.757,-0.881214,-0.856808,-0.958635,-0.970637,-0.979951,-0.987583,-0.856808,,0.856808,0.987583,,0.979951,,0.970637,,0.958635,,0.81047,,,
0.758,-0.894252,-0.77906,-0.948978,-0.95536,-0.958526,-0.959583,-0.77906,,0.77906,0.959583,,0.958526,,0.95536,,0.948978,,0.814659,,,
0.759,-0.889333,-0.785391,-0.940031,-0.942154,-0.941228,-0.938508,-0.785391,,0.785391,0.938508,,0.941228,,0.942154,,0.940031,,0.818392,,,
0.76,-0.576157,-0.838056,-0.88545,-0.868955,-0.84996,-0.829803,-0.838056,,0.838056,0.829803,,0.84996,,0.868955,,0.88545,,0.806281,,,
0.761,-0.688466,-0.821159,-0.855902,-0.832857,-0.809587,-0.787402,-0.821159,,0.821159,0.787402,,0.809587,,0.832857,,0.855902,,0.80039,,,
0.762,-0.590215,-0.768163,-0.816049,-0.784329,-0.754744,-0.728246,-0.768163,,0.768163,0.728246,,0.754744,,0.784329,,0.816049,,0.789881,,,
0.763,-0.564879,-0.789027,-0.778374,-0.740439,-0.707277,-0.679236,-0.789027,,0.789027,0.679236,,0.707277,,0.740439,,0.778374,,0.778631,,,
0.764,-0.612378,-0.731434,-0.753474,-0.714827,-0.683553,-0.659178,-0.731434,,0.731434,0.659178,,0.683553,,0.714827,,0.753474,,0.770318,,,
0.765,-1.22609,-0.676978,-0.824367,-0.817079,-0.819187,-0.829252,-0.676978,,0.676978,0.829252,,0.819187,,0.817079,,0.824367,,0.793107,,,
0.766,-0.661009,-0.664982,-0.799863,-0.785865,-0.779642,-0.778779,-0.664982,,0.664982,0.778779,,0.779642,,0.785865,,0.799863,,0.786502,,,
0.767,-0.865796,-0.676167,-0.809753,-0.801851,-0.801181,-0.804884,-0.676167,,0.676167,0.804884,,0.801181,,0.801851,,0.809753,,0.790467,,,
0.768,-1.110723,-0.668577,-0.854898,-0.863626,-0.878566,-0.896636,-0.668577,,0.668577,0.896636,,0.878566,,0.863626,,0.854898,,0.80648,,,
0.769,-0.260732,-0.700458,-0.765773,-0.743047,-0.724108,-0.705865,-0.700458,,0.700458,0.705865,,0.724108,,0.743047,,0.765773,,0.779192,,,
0.77,-0.290318,-0.72172,-0.694455,-0.652501,-0.61566,-0.581201,-0.72172,,0.72172,0.581201,,0.61566,,0.652501,,0.694455,,0.754749,,,
0.771,-0.444192,-0.719603,-0.656916,-0.610839,-0.572793,-0.540098,-0.719603,,0.719603,0.540098,,0.572793,,0.610839,,0.656916,,0.739221,,,
0.772,-0.811506,-0.723513,-0.680104,-0.650973,-0.632471,-0.62152,-0.723513,,0.723513,0.62152,,0.632471,,0.650973,,0.680104,,0.742835,,,
0.773,-0.506727,-0.711792,-0.654098,-0.622124,-0.601035,-0.587082,-0.711792,,0.711792,0.587082,,0.601035,,0.622124,,0.654098,,0.73103,,,
0.774,-0.915564,-0.707681,-0.693318,-0.680812,-0.679667,-0.685627,-0.707681,,0.707681,0.685627,,0.679667,,0.680812,,0.693318,,0.740256,,,
0.775,-0.846268,-0.73881,-0.71626,-0.713903,-0.721318,-0.733819,-0.73881,,0.73881,0.733819,,0.721318,,0.713903,,0.71626,,0.745557,,,
0.776,-1.2028,-0.760072,-0.789241,-0.811682,-0.841688,-0.874513,-0.760072,,0.760072,0.874513,,0.841688,,0.811682,,0.789241,,0.768419,,,
0.777,-0.704018,-0.708691,-0.776458,-0.790149,-0.807271,-0.823365,-0.708691,,0.708691,0.823365,,0.807271,,0.790149,,0.776458,,0.765199,,,
0.778,-0.736865,-0.642097,-0.770519,-0.779493,-0.789669,-0.797415,-0.642097,,0.642097,0.797415,,0.789669,,0.779493,,0.770519,,0.763782,,,
0.779,-1.065506,-0.622223,-0.814767,-0.836695,-0.858628,-0.877842,-0.622223,,0.622223,0.877842,,0.858628,,0.836695,,0.814767,,0.778868,,,
0.78,-0.603144,-0.555294,-0.783023,-0.789985,-0.794757,-0.795433,-0.555294,,0.555294,0.795433,,0.794757,,0.789985,,0.783023,,0.770082,,,
0.781,-0.524199,-0.49857,-0.7442,-0.736828,-0.727118,-0.714063,-0.49857,,0.49857,0.714063,,0.727118,,0.736828,,0.7442,,0.757788,,,
0.782,0.120999,-0.416154,-0.61442,-0.565262,-0.515089,-0.463544,-0.416154,,0.416154,0.463544,,0.515089,,0.565262,,0.61442,,0.713849,,,
0.783,-0.078974,-0.404452,-0.534103,-0.468005,-0.40606,-0.348173,-0.404452,,0.404452,0.348173,,0.40606,,0.468005,,0.534103,,0.682105,,,
0.784,-0.288109,-0.36676,-0.497204,-0.432026,-0.376572,-0.330154,-0.36676,,0.36676,0.330154,,0.376572,,0.432026,,0.497204,,0.662405,,,
0.785,-0.179354,-0.318336,-0.449526,-0.381491,-0.327268,-0.284914,-0.318336,,0.318336,0.284914,,0.327268,,0.381491,,0.449526,,0.638253,,,
0.786,-0.222304,-0.328586,-0.415443,-0.349654,-0.301027,-0.266131,-0.328586,,0.328586,0.266131,,0.301027,,0.349654,,0.415443,,0.617455,,,
0.787,-0.296219,-0.300284,-0.397559,-0.338967,-0.299825,-0.275157,-0.300284,,0.300284,0.275157,,0.299825,,0.338967,,0.397559,,0.601393,,,
0.788,-0.575296,-0.335153,-0.42422,-0.386233,-0.368693,-0.365199,-0.335153,,0.335153,0.365199,,0.368693,,0.386233,,0.42422,,0.600089,,,
0.789,-0.32225,-0.411029,-0.408924,-0.373436,-0.357082,-0.352314,-0.411029,,0.411029,0.352314,,0.357082,,0.373436,,0.408924,,0.586197,,,
0.79,-0.532846,-0.420586,-0.427513,-0.405318,-0.401023,-0.406474,-0.420586,,0.420586,0.406474,,0.401023,,0.405318,,0.427513,,0.583529,,,
0.791,-0.715889,-0.405812,-0.470769,-0.467432,-0.479739,-0.499298,-0.405812,,0.405812,0.499298,,0.479739,,0.467432,,0.470769,,0.590147,,,
0.792,-0.21288,-0.379979,-0.432086,-0.416522,-0.413025,-0.413373,-0.379979,,0.379979,0.413373,,0.413025,,0.416522,,0.432086,,0.571284,,,
0.793,-0.262567,-0.341468,-0.406658,-0.385731,-0.37541,-0.368131,-0.341468,,0.341468,0.368131,,0.37541,,0.385731,,0.406658,,0.555848,,,
0.794,-0.913605,-0.296581,-0.4827,-0.491306,-0.509959,-0.531773,-0.296581,,0.296581,0.531773,,0.509959,,0.491306,,0.4827,,0.573736,,,
0.795,-0.39324,-0.290332,-0.469281,-0.471693,-0.480779,-0.490213,-0.290332,,0.290332,0.490213,,0.480779,,0.471693,,0.469281,,0.564711,,,
0.796,-0.016834,-0.262973,-0.401414,-0.380721,-0.364793,-0.348199,-0.262973,,0.262973,0.348199,,0.364793,,0.380721,,0.401414,,0.537317,,,
0.797,0.061855,-0.172099,-0.331924,-0.292206,-0.258131,-0.225183,-0.172099,,0.172099,0.225183,,0.258131,,0.292206,,0.331924,,0.507358,,,
0.798,0.127403,-0.119137,-0.263025,-0.208284,-0.161747,-0.119407,-0.119137,,0.119137,0.119407,,0.161747,,0.208284,,0.263025,,0.47562,,,
0.799,-0.08154,-0.031473,-0.235802,-0.182935,-0.141696,-0.108047,-0.031473,,0.031473,0.108047,,0.141696,,0.182935,,0.235802,,0.455916,,,
0.8,-0.253514,0.113985,-0.238459,-0.197051,-0.16965,-0.151687,0.113985,,0.113985,0.151687,,0.16965,,0.197051,,0.238459,,0.445796,,,
0.801,-0.231895,0.180454,-0.237474,-0.20402,-0.185211,-0.17575,0.180454,,0.180454,0.17575,,0.185211,,0.20402,,0.237474,,0.435101,,,
0.802,0.283729,0.182592,-0.159294,-0.10647,-0.067976,-0.037906,0.182592,,0.182592,0.037906,,0.067976,,0.10647,,0.159294,,0.39916,,,
0.803,0.369696,0.201561,-0.079945,-0.011237,0.041442,0.084375,0.201561,,0.201561,0.084375,,0.041442,,0.011237,,0.079945,,0.360717,,,
0.804,0.701744,0.226885,0.037308,0.131359,0.206517,0.269585,0.226885,,0.226885,0.269585,,0.206517,,0.131359,,0.037308,,0.307594,,,
0.805,0.686428,0.256879,0.134676,0.242373,0.326495,0.394638,0.256879,,0.256879,0.394638,,0.326495,,0.242373,,0.134676,,0.257893,,,
0.806,0.337924,0.289341,0.165163,0.261483,0.329352,0.377624,0.289341,,0.289341,0.377624,,0.329352,,0.261483,,0.165163,,0.228102,,,
0.807,0.006685,0.340098,0.141392,0.210524,0.248685,0.266342,0.340098,,0.340098,0.266342,,0.248685,,0.210524,,0.141392,,0.216363,,,
0.808,0.270515,0.321955,0.16076,0.222522,0.254143,0.267594,0.321955,,0.321955,0.267594,,0.254143,,0.222522,,0.16076,,0.192019,,,
0.809,0.405964,0.292632,0.197541,0.25921,0.292098,0.309105,0.292632,,0.292632,0.309105,,0.292098,,0.25921,,0.197541,,0.16212,,,
0.81,0.248392,0.260422,0.205168,0.257047,0.281172,0.290891,0.260422,,0.260422,0.290891,,0.281172,,0.257047,,0.205168,,0.141594,,,
0.811,0.103566,0.21356,0.189928,0.226351,0.23677,0.234694,0.21356,,0.21356,0.234694,,0.23677,,0.226351,,0.189928,,0.129336,,,
0.812,0.326433,0.221064,0.210404,0.246367,0.259186,0.262215,0.221064,,0.221064,0.262215,,0.259186,,0.246367,,0.210404,,0.106548,,,
0.813,0.084157,0.265931,0.191467,0.213925,0.215429,0.208798,0.265931,,0.265931,0.208798,,0.215429,,0.213925,,0.191467,,0.097012,,,
0.814,0.047148,0.255744,0.169819,0.18057,0.173359,0.160303,0.255744,,0.255744,0.160303,,0.173359,,0.18057,,0.169819,,0.089804,,,
0.815,0.347426,0.259148,0.19646,0.213941,0.216875,0.21644,0.259148,,0.259148,0.21644,,0.216875,,0.213941,,0.19646,,0.067943,,,
0.816,0.170945,0.337117,0.192633,0.205342,0.205393,0.202791,0.337117,,0.337117,0.202791,,0.205393,,0.205342,,0.192633,,0.055998,,,
0.817,0.420469,0.364643,0.226808,0.248367,0.259162,0.268095,0.364643,,0.364643,0.268095,,0.259162,,0.248367,,0.226808,,0.032175,,,
0.818,0.500231,0.352069,0.267822,0.29874,0.319429,0.337736,0.352069,,0.352069,0.337736,,0.319429,,0.29874,,0.267822,,0.005555,,,
0.819,0.158451,0.373164,0.251416,0.270682,0.279185,0.28395,0.373164,,0.373164,0.28395,,0.279185,,0.270682,,0.251416,,0.002646,,,
0.82,0.443413,0.452136,0.280216,0.305228,0.320242,0.331789,0.452136,,0.452136,0.331789,,0.320242,,0.305228,,0.280216,,0.024684,,,
0.821,1.106044,0.504957,0.40409,0.465391,0.516692,0.564066,0.504957,,0.504957,0.564066,,0.516692,,0.465391,,0.40409,,0.078752,,,
0.822,0.406357,0.56911,0.40443,0.453585,0.489108,0.516753,0.56911,,0.56911,0.516753,,0.489108,,0.453585,,0.40443,,0.095132,,,
0.823,0.188119,0.644734,0.371983,0.400491,0.413861,0.418163,0.644734,,0.644734,0.418163,,0.413861,,0.400491,,0.371983,,0.099782,,,
0.824,0.316205,0.603814,0.363617,0.383634,0.389447,0.387575,0.603814,,0.603814,0.387575,,0.389447,,0.383634,,0.363617,,0.110603,,,
0.825,0.91584,0.673754,0.44645,0.490075,0.521045,0.546055,0.673754,,0.673754,0.546055,,0.521045,,0.490075,,0.44645,,0.150865,,,
0.826,0.928455,0.745599,0.518751,0.577751,0.622898,0.660775,0.745599,,0.745599,0.660775,,0.622898,,0.577751,,0.518751,,0.189744,,,
0.827,0.876631,0.680362,0.572433,0.637527,0.686331,0.725532,0.680362,,0.680362,0.725532,,0.686331,,0.637527,,0.572433,,0.224088,,,
0.828,1.252327,0.696602,0.674417,0.760487,0.82783,0.88357,0.696602,,0.696602,0.88357,,0.82783,,0.760487,,0.674417,,0.2755,,,
0.829,0.050108,0.721339,0.580771,0.618411,0.6334,0.633532,0.721339,,0.721339,0.633532,,0.6334,,0.618411,,0.580771,,0.264231,,,
0.83,0.927797,0.731021,0.632825,0.680288,0.706999,0.721811,0.731021,,0.731021,0.721811,,0.706999,,0.680288,,0.632825,,0.297409,,,
0.831,1.233709,0.70383,0.722957,0.790973,0.838676,0.875381,0.70383,,0.70383,0.875381,,0.838676,,0.790973,,0.722957,,0.344224,,,
0.832,0.388437,0.727079,0.672779,0.710465,0.726117,0.729297,0.727079,,0.727079,0.729297,,0.726117,,0.710465,,0.672779,,0.346435,,,
0.833,0.584997,0.771334,0.659612,0.685372,0.690837,0.686007,0.771334,,0.771334,0.686007,,0.690837,,0.685372,,0.659612,,0.358363,,,
0.834,0.460228,0.72824,0.629704,0.640343,0.633185,0.618274,0.72824,,0.72824,0.618274,,0.633185,,0.640343,,0.629704,,0.363456,,,
0.835,0.422703,0.862101,0.598654,0.596815,0.580564,0.559602,0.862101,,0.862101,0.559602,,0.580564,,0.596815,,0.598654,,0.366418,,,
0.836,0.616737,0.871644,0.601367,0.600799,0.589607,0.576743,0.871644,,0.871644,0.576743,,0.589607,,0.600799,,0.601367,,0.378934,,,
0.837,1.184197,0.906057,0.688791,0.717479,0.738255,0.758979,0.906057,,0.906057,0.758979,,0.738255,,0.717479,,0.688791,,0.419197,,,
0.838,1.363435,0.971629,0.789988,0.84667,0.89455,0.940316,0.971629,,0.971629,0.940316,,0.89455,,0.84667,,0.789988,,0.466409,,,
0.839,0.778296,1.028612,0.788234,0.832995,0.865486,0.89171,1.028612,,1.028612,0.89171,,0.865486,,0.832995,,0.788234,,0.482004,,,
0.84,1.522575,1.104713,0.898385,0.970911,1.029759,1.080969,1.104713,,1.104713,1.080969,,1.029759,,0.970911,,0.898385,,0.534032,,,
0.841,1.03277,1.260465,0.918543,0.983283,1.030511,1.06651,1.260465,,1.260465,1.06651,,1.030511,,0.983283,,0.918543,,0.558969,,,
0.842,1.612248,1.33283,1.022599,1.109076,1.175946,1.230231,1.33283,,1.33283,1.230231,,1.175946,,1.109076,,1.022599,,0.611633,,,
0.843,1.109731,1.307304,1.035668,1.109207,1.159392,1.194081,1.307304,,1.307304,1.194081,,1.159392,,1.109207,,1.035668,,0.636538,,,
0.844,1.211816,1.306265,1.062091,1.129729,1.172498,1.199402,1.306265,,1.306265,1.199402,,1.172498,,1.129729,,1.062091,,0.665302,,,
0.845,1.297331,1.316552,1.097377,1.163249,1.203706,1.22878,1.316552,,1.316552,1.22878,,1.203706,,1.163249,,1.097377,,0.696903,,,
0.846,2.135982,1.250025,1.253167,1.357796,1.436775,1.500941,1.250025,,1.250025,1.500941,,1.436775,,1.357796,,1.253167,,0.768857,,,
0.847,1.412751,1.260959,1.277105,1.368787,1.430769,1.474484,1.260959,,1.260959,1.474484,,1.430769,,1.368787,,1.277105,,0.801052,,,
0.848,0.903404,1.191035,1.22105,1.27571,1.298928,1.30316,1.191035,,1.191035,1.30316,,1.298928,,1.27571,,1.22105,,0.80617,,,
0.849,1.352009,1.170648,1.240694,1.29097,1.312198,1.317815,1.170648,,1.170648,1.317815,,1.312198,,1.29097,,1.240694,,0.833462,,,
0.85,0.89145,1.132473,1.188307,1.211066,1.207011,1.189905,1.132473,,1.132473,1.189905,,1.207011,,1.211066,,1.188307,,0.836361,,,
0.851,0.790778,1.09572,1.128678,1.127008,1.102953,1.070167,1.09572,,1.09572,1.070167,,1.102953,,1.127008,,1.128678,,0.834082,,,
0.852,1.15305,0.98714,1.132334,1.132217,1.115477,1.095032,0.98714,,0.98714,1.095032,,1.115477,,1.132217,,1.132334,,0.85003,,,
0.853,0.843084,0.883248,1.088946,1.07439,1.047379,1.019448,0.883248,,0.883248,1.019448,,1.047379,,1.07439,,1.088946,,0.849683,,,
0.854,0.885476,0.90098,1.058426,1.036607,1.006903,0.979256,0.90098,,0.90098,0.979256,,1.006903,,1.036607,,1.058426,,0.851473,,,
0.855,0.791884,0.837748,1.018444,0.987663,0.953148,0.923044,0.837748,,0.837748,0.923044,,0.953148,,0.987663,,1.018444,,0.848493,,,
0.856,0.893051,0.808524,0.999635,0.96874,0.938124,0.914046,0.808524,,0.808524,0.914046,,0.938124,,0.96874,,0.999635,,0.850721,,,
0.857,0.941603,0.830255,0.990931,0.963313,0.938994,0.922313,0.830255,,0.830255,0.922313,,0.938994,,0.963313,,0.990931,,0.855265,,,
0.858,0.269936,0.825864,0.882781,0.824637,0.771729,0.7266,0.825864,,0.825864,0.7266,,0.771729,,0.824637,,0.882781,,0.825999,,,
0.859,1.098462,0.829855,0.915133,0.879402,0.853412,0.838159,0.829855,,0.829855,0.838159,,0.853412,,0.879402,,0.915133,,0.839622,,,
0.86,0.656451,0.871204,0.876331,0.834812,0.804172,0.783646,0.871204,,0.871204,0.783646,,0.804172,,0.834812,,0.876331,,0.830463,,,
0.861,0.569994,0.859566,0.830381,0.781848,0.745628,0.719551,0.859566,,0.859566,0.719551,,0.745628,,0.781848,,0.830381,,0.81744,,,
0.862,1.02981,0.86024,0.860295,0.831441,0.816673,0.812628,0.86024,,0.86024,0.812628,,0.816673,,0.831441,,0.860295,,0.828058,,,
